id,pid,feedback_date,rating,feedback
35,WSCEFUV4TVWT73ZB,4/7/2014,5,"Simply put, this is the Amazons iPad Air Killer. The 7 HDX is the iPad mini killer. Both HDXs inherent very similar hardware. This means the 8.9 version is an enlarged version of the 7 version. For my 7 version review, please search for my HDX 7 review.My profile: Im a heavy tablet user for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF) use the tablet 1-2 hours for personal use such as watching movies or reading books/magazine. The HDX tablet is my go-to device for all internet related search I do. It is also my main electronic device, more important than my smartphones and laptopsI have the following and/or used the following before:1) iPad 12) iPad 23) iPad 44) iPad Mini5) Kindle Fire6) Kindle Fire HD7) Kindle Fire HD 8.98) Asus Transformer with Keyboard9) Nexus 7 First Gen10) Kindle HDX 7 which I also have a review you can check outAs you can see, I been through many devices and hope this review with my experience helps users decide if this is the right device for them. This will be an ongoing review for this device throughout this year. For comparison sake, I will use last year's Kindle Fire HD 8.9 and also the Fire HDX 7 as benchmarksSpeed (9/10):The same chipset is used on the Kindle Fire HDX 8.9 as it is in the Kindle Fire 7 As I mentioned in the 7 review, this is leaps and bounds faster than last year Kindle HD. Last year Kindle struggles to go through any HD video content I put in. This year's HDX able to play seamlessly all the HD 1080p contents I added. It is incredible how much the 2.2Ghz quad processor improved vs last year's model Dual 1.2Ghz.Read more"
36,WSCEFUV4TVWT73ZB,4/7/2014,4,"After 15 months, my 500+ tablet is no longer useable. It is stuck on the boot screen. I invested a lot of into Amazon movies and books. This stinks."
37,PPSEGFYAGD8FYUXV,4/7/2014,3,"Cons: 1. Built on Android does not mean you can have Google Play Apps. This is an unfortunate inconvenience, as there are some Google Apps that are just better than their Amazon App counterparts, and a few that I can not find within the Amazon Apps. If you want a fully functional tablet, then buy a tablet and download the free kindle app. If you want to pay more for something that does less, then the kindle is for you. This was a gift, so I will keep it, and continue to use my phone for the rest of my Apps that are not available on the kindle.2. Camera is less than perfect. Limited settings available. Again, I will use my phone for pics, the same scene with my phone showed the flames, with a small amount of glare. (Husband is a firefighter, so I take a lot of pictures of their exercises for their training.) An old Casio Exilim C721 phone with 5MP camera still takes better pictures at night.3. Kindle unlimited... I can not find anything worthy of paying a subscription price every month for. The Authors I want to read are not included.4. Amazon Prime... See 3, They doubled the price, and to me I just don't see anything there worthy of the cost, including Amazon instant video, no shows that I watch are included. Another family member did the 30 day trial, and was quite disappointed when his content disappeared after the trial.5. Youtube videos work ok, sometimes choppy, could be my connection or the device (computer playback worked fine when I had the time to test simutaneously). Other online video from various sources would not play in Silk Browser, refer to 1 Chrome Browser not available to download.6. Office Suite... I can not figure out how to unlock documents. I can view them, but I can not edit them.Somewhere in the middle:1.Read more"
38,PPSEGFYAGD8FYUXV,1/11/2017,5,"If you like the Kindle Fire HD then you will love the Kindle Fire HDX. The new device runs three times faster, is lighter in weight, and the battery lasts slightly longer. The sound quality on this device is excellent and the display quality is absolutely stunning. Below are some of the features to expect from the Fire HDX. BUILD QUALITY---There is NO blue haze on the 8.9 HDX.---The build quality is excellent.---Auto contrast is good (not buggy).---Operating system is very intuitive except after downloading free prime videos to watch offline. If you remove the videos from your Carousel then, from the video menu, you must go to the left side bar, and click *downloads* to see your videos. PRIME DOWNLOAD ISSUES (free video download limitations)Prime members can download selected Prime Instant Videos to watch when not connected to the internet. There are major restrictions imposed on prime videos as listed below.---Not all Prime titles are available for download.---Most popular prime titles are NOT available for download.---There is a max of 25 titles that can be downloaded free at any one time.---Prime titles have a viewing period.---Viewing period is either 48 hours after you start watching the video, or 15-30 days (which ever comes first).---After the viewing period expires you need to reconnect to the internet.---Titles can be downloaded to only two separate devices at a time.---If you exceed the device quota then you must delete one of the titles before adding to another device.---There is no way to know which titles can be downloaded unless you have the HDX (amazon does not place a banner on the titles other than to say PRIME).Read more"
39,SRTEH2FF9KEDEFGF,3/17/2016,4,"Having received my Fire TV today, I've been trying it out for the past couple of hours.Setup was a no brainer. It required an update immediately so it did take about 15 minutes to have it in action but the process was very simple.The image quality (movies and games) is excellent. I've tried several movies from Amazon Prime and they look and sound nearly Blu Ray quality as far as I can tell.Navigation is very straightforward and it's generally easy to find anything you're looking for. Installation of games and apps goes very smoothly and generally pretty quickly.The remote works very well. I haven't played with the voice search feature much yet, but when I have tried it, it worked well. The buttons on the remote are well thought out and I prefer it to the Apple TV remote.I only have one gripe. As far as I can tell, there's no way to limit the list of movies and tv shows to what is available for Amazon Prime members. This makes it very inconvenient to find things that are free to watch. There are some categories that are limited to Prime (Most Popular on Prime, For Kids on Prime) I want to be able to just see what's available for Prime or at least be able to see by category what's available for Prime. I'm sure this isn't an oversight. I suspect Amazon wants to force us to look at everything and be tempted to buy/rent things but if they really want to compete with Netflix, they'll understand that we pay for our Prime membership to be able to watch free movies conveniently. A workaround is to do your searching on the web and then search specifically on the device.Perhaps I just haven't found the way to search for Prime available content. I hope that's the case or I will really be disappointed.Read more"
40,SRTEH2FF9KEDEFGF,2/3/2017,5,"I'm your typical middle-aged woman - I don't game, and I'm not super tech-savvy by any means....so take this review for what it is. The Fire TV was easy to install and I'm loving all the features, free movies, music and simple interface - this thing even has a screen saver that comes on when you're listening to music! We've always just had our Comcast cable service without DVR and occasionally used Comcast OnDemand to watch/rent movies - but I'll never watch from Comcast again. The voice recognition software is amazing and brought me to exactly what I was looking for every single time I searched. It's just so easy to find what you're looking for (unlike Comcast), and since I'm an Amazon Prime member most of what I want to view is free - oh and for the new release movies the cost to rent from Amazon is on average cheaper than Comcast OnDemand by a 1 or more. So happy with this purchase!"
41,SRTEH2FF9KEDEFGF,4/22/2017,3,"An Amazon.com official commented on this review(What's this) The Amazon team saysJuly 30, 2014Hi Dallas, thank you for sharing your feedback. We wanted to let you know that we made it easier to find your favorite Prime content with the click of your remote. You can now browse many more Prime-only categories, including Top Prime TV, Top Prime Movies, Prime TV for Kids, Prime Movies for Kids, Prime TV by Genre, and Prime Movies by Genre."
42,SHOEH3DZBFR88SCK,9/7/2016,3,"I am not a casual user of on-demand content and devices. Having tried smart tv's from 3 brands, smart dvd/bluray players, Apple TV, WDTV, HTPC, Chromecast and too many other competing products to mention--for streaming content, before this box you really had two options (for a simple to use box that doesn't require additional items or tweaking):First is Apple TV which is easy to use (interface) but Apple limits the content you can get greatly (including no Prime Streaming built in) and it lacks a lot in features as well and is slow. The reason for selecting Apple TV is if you have other apple products that unlock features (like Amazon's content).The second option you could consider was Roku--which really means a Roku 3 box since it is heads and tails better than past Roku boxes in terms of remote and speed. Now Roku stands out with the most content and the most features of any box with the Roku 3. It is for that reason you will see me address the Roku 3 so often in this review.I have added quick summaries of other options to make sure everyone knows about the other options out there.WDTV: Are great for streaming your own content but not very user friendly.Chromecast: Is very cheap at 35 but requires other items to use (no remote included!), is limited to 16 channels according to their own site with other content broadcast via Chrome's browser not at the same quality level. This does allow you to browse the internet on your tv and is amazing for the cost but is more of a niche market than FireTV/Roku/Apple TV. But if you can live with the short comings, it is worth a look at 1/3 the price of these devices.Smart TVs: Most of these are FINE for occasional use but not nearly as pleasant to use daily like separate boxes.Read more"
43,PSOEH3ZYDMSYARJ5,9/12/2016,5,I read all of the reviews of If you have the Fire HDX 8.9 don't buy this 10.1 tablet. The resolution is just as good on the 10.1 as the HDX. Starts up faster that the HDX. It's a nice size not a solid square like the IPAD'S. I saved myself 80.00 by buy the refurbished there is nothing wrong with it. I highly recommend this Kindle over than a high priced IPAD.
44,SHOEH4KM2W3Z6EH5,1/24/2017,3,"I've had 4 kindles and have loved each until now. I tried to save a few bucks by purchasing a refurbished fire 10. I'm so disappointed in its performance. It's slow loading , it freezes up and I have to constantly restart it. Battery life is terrible."
45,PSOEH3ZYDMSYARJ5,9/9/2016,4,This review is about the certified refurbished Fire HD 10 unit I ordered. It looked and acted like a new unit for 80 less. Still trying to decide if I want to give them back 15 to remove the obnoxious adds on the lock screen. They really aren't that bad.
46,PSOEH3ZYDMSYARJ5,4/23/2017,4,"I purposely waited almost 4 months before leaving a review. I wanted to see if any issues developed before leaving feedback. I was not disappointed. The refurbished fire arrived in perfect condition, no scratches or wear. I purchased a screen cover immediately to insure it would remain in good shape. After 4 months, it works like a champ. No issues whatsoever. VERY PLEASED and would not hesitate purchasing refurbished item again. Amazon has ALWAYS treated me superbly with any issues I might have with orders or returns."
47,SHIEHS7XJ954NRYY,7/27/2016,3,I've owned several different tablets. This one is by far the slowest. And I don't mean it's a little slower. I mean you have to wait up to 2 minutes sometimes for the apps to load onto the screen. Opening apps can be quick or take up to 3 minutes. I've had far more issues with this Fire than any of the others we've owned. If I had realized the difference in speed I would have kept my old one. It's definitely not work the larger screen. It's a crap shoot on a daily basis on how fast it will be. But even on it's fastest day it's significantly slower than the others.
48,SHOEH4KM2W3Z6EH5,1/13/2017,3,"I've had the Kindle Fire HDX 7 inch tablet for almost 3 years and when I compare it to the Fire HD 10, the earlier tablet comes out the big winner. I find the larger tablet considerably slower. Several apps load quite slowly. The battery is consumed much more quickly. Maybe this is not comparing apples with apples, but I had expected at least the same speed."
49,SHIEHS7XJ954NRYY,7/11/2017,4,Have had this probably 3 weeks. Wanted to be fair with my review. The battery in my Kindle Fire 8.9 HDX quit talking to the tablet so had to keep it plugged in to use it. Tried the Fire 8 first and just didn't care for how much smaller the screen was. Returned the 8 waited a bit and ordered the Fire 10. Amazon did give me a discount due to my problem with the 8.9. The Fire 10 in my opinion is no comparison to the 8.9. The apps with the 10 works more like smartphone apps. In the first three days it froze up 4 times. I wondered if it was doing this because I had too many apps opened. Once I started closing the apps I wasn't using I haven't had the tablet freeze problem. I do like the bigger screen on the 10 and the colors are sharp and the pictures clear. I also learned that the 8.9 was no longer being supported by Amazon and that meant no updates so eventually a replacement would have been necessary. Why Amazon stopped the 8.9 is beyond me but I'm doing ok now with the 10. If you get it give it some time.
50,SHOEH4KM2W3Z6EH5,4/1/2016,4,"I've had my hdx 7 going on 3 years, I love it! I needed a larger screen for my eyes, I'm so glad I went with the refurbished, I've only had to get used to the different op system. I don't use this for gaming or movies, I am an avid reader and this is awesome for increasing the size of the pages and font. I did have some problems downloading my books but that's just me and my lack of kindle tech it shouldn't take me too much longer to get used to this newer system."
51,SHOEH4GRSUBJGZXE,1/30/2017,4,"I have now owned 4 Kindles and just love them! My first one lasted for years and then died of old age and overuse. I had used it so much the printed keypads were all blank. I then got 2 Kindle Fires. I gave one to my daughter and kept the other. I have had no problem with the Fire once I broke down and read some of the direction, if all else fails. Other than operator error I have used it for over a year but it's too heavy for my old overused hands. Not heavy though. Books now give me problems. Even paperbacks. But I then bought the smaller, lighter new Kindle and loved it from the first. I carried in my purse a lot so it froze after a few months. I called customer support and they replaced it with a refurbished one. This time I bought a light weight cover for it. I don't like the added weight of the cover but in order for me to never leave home without it I have to protect it. I have had this one for months and have had no problems. I now have about 600 books awaiting my pleasure! I just looked the Kindles over again. I'm getting paranoid about my little Kindle and am considering having an on site backup although Amazon would get me one here in just a couple of days. Still giving it thought. Basically I love my Kindles and use both of my current ones for different apps."
52,SRTEH2FVUHAAVH9X,11/6/2016,4,Very useful for those who enjoy reading and inspiring those who do not have a habit of reading. Needed for anyone not yet
53,SRTEH2FVUHAAVH9X,11/11/2016,4,I have the kindle fire but was frustrated when taking it to the beach. This model is easy to read on the beach and was easy to set up. You can't tell that it's refurbished - it looks brand new.
54,SRTEH2FVUHAAVH9X,11/17/2016,1,"DON'T BUY a reburbished Kindle. I've had to return them, twice. Apparently, Amazon's definition of refurbish is to take a Kindle with some problem or defect, simply repackage it and send out again to see if some different customer might take it off their hands.Both times, the 'refurbished' Kindles shorted out in different ways. The Kindles especially liked to misfunction while I was in the middle of working out at the gym."
55,DIAEJ6Z8KQFWDEGH,4/20/2017,1,"The refurbished Kindle looks brand new, I wouldn't even know that it was used. The only down side was that when I opened up the package, the Kindle was already on."
56,DIAEJ6Z8KQFWDEGH,1/12/2017,4,"Bought a refurbished kindle and literally after one month of owning it the device started to freeze. I had to reboot it multiple times and then it would start working. Went on a trip and it worked as it should but as soon as I returned the battery died and I charged it over night and the next morning the screen was frozen with the character reading a book under a tree. I tried all rebooting methods (20 seconds, 40 seconds, 1 minute) and nothing. Called customer service and was on the phone for an hour. Eventually they said that they could only give me 35 off the next purchase of a new kindle. I was pretty bummed out that a refurbished product of their own was not backed by them. I ended up buying a new kindle with the discount they gave me but should have just went with a new one to begin with since I ended up spending the same amount of money and had way more of a headache to deal with. Now I have to figure out what to do with this new Kindle Paper Weight that I have."
57,SRTEH2FVVKRBAXHB,6/29/2017,4,"Updated 6/617 - so useful we now have 3 of these along with the full sized echo Amazon Echo - BlackAfter using the full sized Echo for a couple of months thought it would be nice to expand on that one piece of hardware. I had no experience with the 'Dot' so i went ahead and shopped for the refurbished (a first as well.) The Dot arrived in a small plain box. Upon removal found the Dot to look just like new. No blemishes, scuffs, dings, nothing whatsoever to indicate based on appearance it was anything other than new. it comes with plug, usb charging cable.that said what matters most is how it functions. i was concerned being refurbished but no worries it worked just as good as new. the device works exactly the same as the full sized Echo. For myself the biggest difference was the addition of a 3.5mm aux out jack. While you can pair both this and its larger 'big brother' to any Bluetooth speaker i have a set of wired Bose headphones and needed that extra bit so i could use them too.how do the Dot full sized Echo compare differences are surprisingly few. as said the Dot has a 3.5mm jack so you can use it with any wired speaker, headphones or earbuds while the Echo does not. the Dot when listening to speech or low volumes other sounds very good and at the same volume level i could not tell a difference between either of the two. however at higher volumes the Dot struggles with the larger Echo easily winning out. otherwise but for appearance they both function the same.as for what the Echo or smaller version Dot can doRead more"
58,SRTEH2FVVKRBAXHB,6/29/2017,4,"I was very hesitant to purchase a refurbished unit, but the discount at the time of my purchase was too good to pass up. I was fully planning on returning it if there was the slightest sign of an issue. I have had this unit for about a month now, and it has worked perfectly since I received it. Like a brand new unit. If you can get this refurb for a substantial discount, I think it is totally worth the risk of not buying a new unit.Edit (07/08/2017): My original refurb'ed Echo Dot is still going strong, and I received my second refurb'ed Echo Dot yesterday. This second one is just as like new as my first one. The packaging is similarly like new. It has the same clear sticker covers surrounding it like a new unit, and I believe the power adapter, cable, and manuals are all actually brand new."
59,SBEEH3QGYGHFUEXN,6/30/2017,4,"This was a birthday gift from my daughter. (71st birthday--certified old guy) What might I do with an Echo I bought a 3 Kindle book on using an Echo. Later I discovered most of what is in the book is probably in the on board helps, but the book makes a nice linear presentation that does not make me guess what I need to search out, and a Kindle book makes it easy for me to make notes I can find later with ease.I am using my Echo primarily as a radio. In the early 1990s I worked on my German skills by listening to a lot of shortwave radio. Most of that is now on the Internet. I could listen on my smart phone, but that uses phone battery reserves. The Echo runs on AC power from a wall outlet. The little speaker is adequate for voice broadcasts. I listen for hours to German news magazines. I can also listen to some old favorite broadcasts from Radio Canada.We live where my favorite talk radio program comes in poorly due to another station very near on the dial. But, our WiFi reaches my garage workshop and I have clear audio through Tune In. (I am having trouble linking iHeart Radio, perhaps because my subscription is not paid.)When I have asked Alexa a question she sometimes tells me she cannot answer a question I thought simple enough.I did ask for some music and was surprised to find CDs I bought as gifts are in Amazon's cloud for me to hear over Echo. Nice!"
60,SBEEH3QGYGHFUEXN,6/30/2017,5,"Everything works pretty great, doesn't always catch what I say.. But definitely worth the purchase. I am very pleased."
61,SUDEJFBRVYEUZUDH,12/2/2016,4,"I'm totally enjoying my Echo Dot! I have it synced to my Google Calendar and am able to let Alexa tell me what's on the agenda for the day. I can quickly ask her to set a timer or an alarm and easily find out about the local weather. I also have it synced to my Pandora account but you have to be specific about a saved station name when you want to listen to Pandora. I really wish I could just say shuffle my Pandora stations. That would be awesome! The speaker on the Dot isn't as loud as I would like it but if I'm sitting close by, it's good enough I guess. I've seen an option to add an external speaker but I haven't gotten around to doing that yet. And my 6 yo grandson loves to ask her to tell him a joke! I live in a small town and am probably not able to utilize the full potential of Alexa but I'm not regretting my purchase."
62,SUDEJFBRVYEUZUDH,1/10/2017,4,This is a nice compliment to my echo. Connected to my bt speaker it is actually a step up and less expensive than the echo. If I had it to do over again I'd have bought 2 of the dots instead.
63,SBEEH3QGAYAEPRCG,11/19/2016,5,"I am updating my review from two months ago.. My initial review for the sling cover was based on first impressions after just receiving it. Today I have been using the Tap and sling daily for over the last two months and I felt like I needed to modify my review. I originally did not recommend this product, but after living with it, and growing to like it, I am changing my recommendation.The truth is, the base and top feel more protected than the appearance would have you believe. I have dropped it a couple times and it was protected by the sling. I think the rubber absorbs most of the force of the fall. Also, it has been sat into a puddle and the bottom is protected by the rubber sling.I initially was upset by the sling preventing me from charging on the charging dock, but it isn't as big of a problem as I thought it would be. I just pull off the bottom of the sling and charge it (leaving the top of the sling on). easy off and easy back on after.My only real lingering complaint would be the price. 20 for essentially a thin piece of rubber wrapping the top and bottom still seems a little excessive. I am increasing my stars by one. Really the price is the only thing keeping this from a 5 star for me. I have come to really like the sling. I have also bought a cheap pouch to throw it into while transporting it. That has eased my concerns about keeping it clean/safe while throwing it into a work bag.My original is below. Overall, I would (and have) recommended the sling to protect the Tap.Received the Tap and the Sling cover in the last 24 hours.Read more"
64,SBEEH3QGAYAEPRCG,3/17/2017,5,"Sling is simply awesome and so is the Amazon Tap!! My tap arrived this morning along with this sling and I am currently testing both products out as we speak!! This sling allowed me easy access to carry my tap to work today!!One nice thing I like about the tap is that this sling is not required but it is a very nice addition.. It provides great protection for the tap, which is what I needed it for.. My tap is going to be like a mini, portable Sonos for me.. It's going to be a speaker I take with me daily!! So I wanted this sling to protect my speaker and keep it from getting dinged up.. Even though it provides minimal coverage for the speaker, it still protects it from dings! The minimal coverage is needed not to hurt the sound quality coming from the speaker... Taking the speaker to the beach, camping, hiking, to parties, I wanted something to protect it while in use!! This sling is going to do just that!!Another thing it does is allows me to hang it from my bag!! At first, I was afraid the silicone wouldn't be strong enough for that and would stretch.. Well so far, no issues!! I use a carabiner and attach it to my bag!! No stretching and super easy to carry my tap with me!Pros1.) Can access all buttons in the sling2.) Can charge with the sling on (Via USB port not dock)3.) Allows personalization of your Tap4.) Protects your Tap from dings and since my tap isn't for home use, this is great5.) I love the bright and vibrant colors6.) Silicone is plenty strong enough for hanging7.) Doesn't adversely affect sound qualityOverall: I do feel 20 for the sling is a little high but for the protection it provides my brand new tap, I very happy with it.. I didn't buy my tap to sit still at home..Read more"
65,SBEEH3QGAYAEPRCG,2/7/2017,4,"Ok first things first, I also own a Echo and if you own a Echo you will love the Tap.Now you will see a lot of reviews around the internet of people saying they wish the Tap was voice enabled like the Echo. I happen to think those people are not completely thinking things through. Because the Echo is not meant to be a mobile device. It generally sits somewhere in your house and the voice command is then a great feature to have. But the Tap is meant to be mobile, and therefore I am happy it's not a Voice command device. I would not want to be at the beach or on a subway or at the coffee shop and having this thing think the world is taking to it. So I actually think not having a voice command is a well thought out feature. I have the Echo on my kitchen counter and the Tap in my Studio office. And when I leave my office I just grab it and go.I bought this on sale for 89 and I went to the store and listened to many Bluetooth speakers. And while yes the charge 3 sounds better, all the charge 3 can do is be a Bluetooth speaker. While the Tap is so much more for less . And the Tap sounds Great. After looking online I was a little nervous that it would not sound that great, but I was 100 wrong about that. There is no other product out there for 89 that sounds this good and can do what the Tap does.I was not paid or given a Tap to write this review. I'm just a consumer who was it the market for a Bluetooth speaker, and I could not be happier with my choice.Also if you buy this device buy the Amazon sling as well. Trust me you will want it. And honestly I am again happy I got the one that covers the bottom of the Tap. Because if this was sitting on a table and someone knocked over a drink I would not want the bottom where the charging rings are to be exposed.That's it, that's all. Buy it, you won't be disappointed!!!!!"
66,SWIEHF3H7WG6VGMR,11/21/2016,5,"I'm a huge fan of the Echo family. I have two Echo's, three Dots and one Tap. No they aren't essential to my life but I love playing music, listening to the news and controlling the Philips Hue smart lights throughout my home. It was a large investment that most of the population won't make - with that being said I am not a huge fan of the way the hockey puck Dots look like. Glossy plastic looks a little cheap to me although it has no effect on the performance of them. Having the Dot cover is a great option and it looks fantastic.Some reviewers say they look cheap or fit too loose - I'm not sure why people are moving their Dots. Since Dots are made to be stationary, have a loose fitting cover isn't an issue. To me, it fits perfectly. They also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. Not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your Dot happens to get sunlight.I bought three covers - Blue, Grey and White. They all look good but the grey is my favorite as it doesn't attract more attention than it needs to. With that being said, I like all three colors.Edit 07/11/2017 - These covers hold up well over time. Mine haven't collected dust or faded. I've kept them on for over half a year and not a single issue (not that I'd expect any besides possible fading)."
67,SWIEHF3H7WG6VGMR,5/21/2017,5,"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa."
68,SBEEH3QGWRGG3J6Q,12/23/2016,3,"I love everything about this case except for how it fits on the Echo Dot. I was expecting a snug fit however, it is very lose and so you have to make sure that if you pick it up to move it (and the power cable is disconnected), the dot will fall out of the case."
69,SBEEH3QGWRGG3J6Q,6/21/2017,3,"Major fan, didn't buy this because of protection, bought it cause it will blend in to my decor. It is not a skin, so it's not skin tight. Yes it's loose but how often will you grab it and move it. Me maybe once every year."
70,PSOEH3ZXRTZJUVXM,6/25/2017,3,Like a previous reviewer mentioned it is fabric over hard plastic it is not a snug or tight fit. Good quality though.
71,PSOEH3ZXRTZJUVXM,7/5/2017,4,"Echo Dot in my GMC Sierra Denali. At first she was just there with no support. She sat in that hole with no protection. Shifting, jiggling not knowing what can happen. There has to be something I can do. I looked and search and what I found is the Fabric Case for Alexa. This is it! A support she will be happy to wear. No more accidental popping out, no more shifting and readjusting, she is finally safe."
72,PSOEH3ZXRTZJUVXM,7/14/2017,4,Changes the whole look of the Echo ... after i purchased i think i should have gone with the tan leather. But blue is my favorite color and it adds a bit of a pop to a mundane looking black disk! The texture is also really nice feel and look to it!
73,KTAEHE9HAED4VUQB,7/1/2017,4,A great looking cover for the Echo Dot. It gives the Dot a softer and more elegant look. I feel that it is a little pricy for what you get but I do not regret my decision to buy this case.
74,KTAEHE9HAED4VUQB,7/13/2017,4,This is perfect. A lot of people were commenting that the case falls off and it's not portable. That's not the intended use of the case. It is strictly for decorative use. It look great and comes in several color options. Would definitely purchase again.
75,SNDEH75ZFZ5REGFH,5/12/2017,5,"Over the years, I've tried a variety of cases for the various models of Kindle and Fire tablet that I've purchased from Amazon. While I've found a few third party covers that have been durable and attractive, I found myself coming back to Amazon's own product when I purchased one of their new 7 Fire tablets, and I'm pleased with it.This is a very good quality cover, it fits well, and it provides support to the tablet both in landscape and portrait orientation. It's made of fabric on the outside, with a microfiber inner lining to protect the screen of the tablet when the cover is closed. It matches the color of the Fire tablet perfectly.My only hesitation in purchasing it was the price - the case all by itself is fully half the price of the Fire tablet! But I suppose that says more about how cheap the tablet is, than how expensive the case is (kind of).Still, I decided to spend the money for this case. The tablet needs the protection and I know from experience that Amazon's cases are durable and will last for a long time (I've used my original Kindle Paperwhite - first generation model - with case since it was first purchased).I'll post some photos of the cover to show how it is packaged and how it looks on the tablet. I'm very satisfied with it."
76,SNDEH75ZFZ5REGFH,4/3/2014,4,"I typically don't post reviews however don't waste your money on this case. I got it on Friday and started using it that evening. Its now Thursday and the case is peeling at the edges, the fabric around the camera hole has started bubbling, and the felt on the inside edge is wearing off. i have not had any issues with it standing on its own like other people have mentioned. I am giving this a two star mainly because it is still functional. I am tempted to send it back but I like the functionality of this case."
77,SNDEH75ZFZ5REGFH,4/6/2014,5,All good A+
78,PTYEA6SFGD4X8NAR,4/7/2014,4,This case is very well made and sturdy. It perfectly matches the color of the tablet. I cannot figure out how to use the back as a stand. There is only one way it folds so it should not be that difficult. It does not work for me so I have given it a 4 star review.
79,PTYEA6SFGD4X8NAR,4/7/2014,3,It's pretty and matches my Fire tablet and I like that it's slim and doesn't add a lot of bulk to the tablet. It could be improved if it had a hand strap to make holding it easier but I bought a separate hand strap that fits with it.
80,PTYEA6SFGD4X8NAR,4/6/2014,5,"The case is cute and a nice color, fabric is nice, seems it will hold up. Problem is it doesn't stand up as described, mine doesn't stand up at all. Priced is too high for what it is in my opinion. I wouldn't buy this case again"
81,KTAEHE9KFCMVVSBN,4/6/2014,1,Great new Light Weight cover/case for my new Canary Yellow Kindle. I wanted the case to match my new Kindle. What a great choice. I am so happy with both the case the Kindle. So bright cheerful. Just like a sunny day.
82,KTAEHE9KFCMVVSBN,4/7/2014,2,"This case is great - it's inexpensive, slim and very sturdy! I have another Kindle Fire that's a little bigger so the case is somewhat heavy and bulky. in comparison - this case is very lightweight yet still protective."
83,KTAEHE9KFCMVVSBN,4/7/2014,2,"This case is overall quite nice, but has started to peel apart on the edges a little. I will try to update this review later on after I see how it holds up.The tablet automatically locks, and wakes the screen when closing and opening the case, which I think is the most appealing part about this case."
84,KTAEHE9KFCMVVSBN,4/7/2014,5,This is a great cover. It turns the device on and off by opening and closing and works as a great stand with it either vertical or horizontal. It also adds very little to the size or weight of the tablet. I absolutely recommend it!
85,KTAEHE9KFCMVVSBN,4/3/2014,4,I can read a lot longer without pain in my hands since the cover holds it for me. Very nice shade of blue.
86,KTAEHE9KFCMVVSBN,4/8/2014,5,Nice case that my daughter needed for her new kindle she earned. Nice and sturdy. Its actually better than I thought it would be and serves its purpose.
87,KTAEHE9KFCMVVSBN,5/2/2014,4,"All-New Amazon Fire 7 Tablet Case (7th Generation, 2017 Release), Charcoal BlackPerfect fit. I really like the case's simple clean design that lets you sit the tablet vertical and horizontal ."
88,KTAEHE9KFCMVVSBN,9/2/2014,5,works well with the amazon fire 7
89,KTAEHE9KFCMVVSBN,5/1/2014,4,"I bought this case at the same time I bought a new Fire tablet during Prime days. It was recommended on the tablet page, so I thought I was getting the right case. Well, it doesn't fit - not by a long shot. Then I realized the case was for a new Fire for 2017 (like mine) but 7th generation, not 8th. Since it does not fit, I now have to return it. And at my expense (arg!) I can't even exchange it for a new one because apparently Amazon does not make this case for the 8th generation Fire yet. You update one of your products, then release it, but you don't put out a case for it at the same time WTH Amazon When will you start selling Amazon cases for the Amazon Fire 8th generation I'm NOT happy with Amazon right now and am wondering whether I should keep the tablet if I can't get a case for it that has the vertical stand feature that the Amazon case has."
90,SKTEC88WSNYJKWY7,5/4/2014,5,Fits greatly with the device and easy to use. The fabric makes it look cool.
91,SKTEC88WSNYJKWY7,4/7/2014,4,"Horrible cover for my new (third) Kindle!!! And it seems to be the only option for the Kindle Fire 7 (cover fits 7th generation). The back side of this cover folds like origami paper. It bends too many ways, is too lightweight, and won't prop up or stay propped up well. You can't stand it up to read on a table with any reliability. Forget it in a real wind or if it gets bumped.Amazon should have given us a choice between a sturdy cover with strong sides that don't bend all over and another, cuter, flimsier cover that can be bent as desired, like this one.Maggie"
92,SKTEC88WSNYJKWY7,9/2/2014,2,"Still not really in love with the new Kindle itself (on the fence about returning it), but this case is just horrid. It says it stands, it doesn't. It just collapses no matter position it's in. It's flimsy and scratchy and does just about nothing. Complete waste of money."
93,SKTEC88WSNYJKWY7,5/2/2014,2,"This is a great case! It allows access to all ports and camera, while not taking from the protection of the tablet itself. It feels very durable, and I think it would protect the Fire well against accidental drops, bumps and scratches. As a blind individual, touch is very important to me. This product feels well made. It feels expensive, and I'm certain looks the same. The standing feature is great, it stands well for movie viewing or apps that do better in landscape. This is a great accessory for the new Fire 7. I'm sure there will be other companies making cases for it. But this is how the folks at Amazon envisioned their device, and it is amazing! Don't be fooled in to buying a cheaper product. Amazon devices do best with amazon accessories."
94,SKTEC88WSNYJKWY7,4/3/2014,4,"25 for a case for a product that costs 50. Typical scam from Amazon just a warning, in the process of returning both items seeing as the Fire 7 is a broken device. To transfer any data to it, you must restart replug the device for each file... even a 5 thumb drive can do more without an interface."
